Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_duration,days_of_leaves,overtime_count
53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1493,2,Research Scientist,Married,21480,3.0,11,0,21.0,2,5,1,3,3.0,3.0,2.0,3,3,8.008150379294957,12,219
42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1494,1,Manufacturing Director,Married,89260,1.0,14,0,20.0,4,20,11,6,2.0,3.0,3.0,1,3,6.270809906291833,19,0
29,No,Travel_Frequently,Research & Development,16,4,Medical,1495,1,Laboratory Technician,Single,65130,1.0,11,1,10.0,2,10,0,9,2.0,4.0,2.0,3,3,6.806974564926372,9,0
55,No,Travel_Rarely,Research & Development,1,4,Other,1496,1,Research Scientist,Married,67990,3.0,11,0,12.0,2,10,0,8,2.0,4.0,3.0,3,3,8.768038821954486,17,232
26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1497,1,Manager,Married,162910,1.0,22,0,5.0,3,5,3,3,1.0,1.0,3.0,3,4,10.483958054439983,12,237
37,No,Travel_Rarely,Sales,5,1,Marketing,1498,1,Research Scientist,Single,27050,1.0,11,0,17.0,2,17,5,7,4.0,4.0,3.0,3,3,7.138784024988844,16,35
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1499,2,Research Scientist,Divorced,103330,3.0,14,1,19.0,2,1,0,0,4.0,3.0,1.0,2,3,10.2053536367693,18,231
38,No,Travel_Rarely,Sales,2,3,Marketing,1500,1,Manager,Divorced,44480,9.0,12,0,10.0,3,2,1,2,4.0,4.0,3.0,2,3,6.629110887996431,7,0
26,Yes,Travel_Rarely,Research & Development,4,3,Medical,1501,3,Research Scientist,Divorced,68540,2.0,11,0,5.0,5,3,0,2,1.0,2.0,3.0,2,3,9.460331325301205,16,233
28,No,Travel_Rarely,Research & Development,7,3,Other,1502,1,Human Resources,Single,96370,1.0,13,0,5.0,6,5,0,2,4.0,4.0,3.0,2,3,6.5677186523873266,5,0
49,No,Travel_Frequently,Research & Development,1,1,Medical,1503,2,Research Scientist,Single,35910,9.0,13,0,22.0,2,3,1,2,3.0,1.0,3.0,3,3,10.192650602409639,7,242
36,No,Travel_Rarely,Sales,5,3,Technical Degree,1504,3,Sales Executive,Single,54050,4.0,14,0,10.0,2,8,7,7,3.0,2.0,3.0,3,3,5.69612003569835,20,0
31,No,Travel_Frequently,Research & Development,9,4,Medical,1505,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,4.0,2.0,2.0,3,3,6.236464747880411,14,0
26,Yes,Travel_Rarely,Research & Development,8,3,Medical,1506,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,4.0,4.0,3.0,3,3,10.177852521195895,2,247
37,No,Travel_Frequently,Sales,9,1,Marketing,1507,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,2.0,4.0,2.0,3,3,9.754621820615796,6,243
42,No,Travel_Frequently,Sales,2,2,Marketing,1508,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3.0,2.0,4.0,3,3,5.727831325301205,11,0
18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1509,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,3.0,3.0,3.0,2,3,6.350846720214189,17,0
35,No,Travel_Rarely,Sales,20,2,Life Sciences,1510,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,3.0,2.0,2.0,2,3,7.1930220883534135,17,39
36,No,Travel_Frequently,Research & Development,8,3,Other,1511,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,3.0,4.0,3.0,2,3,6.695233154841588,17,0
51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1512,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,4.0,2.0,3.0,2,3,6.9941577420794285,19,19
41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1513,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,4.0,2.0,3.0,3,3,6.352928380187416,19,0
18,No,Travel_Rarely,Sales,7,3,Life Sciences,1514,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,4.0,3.0,3.0,3,3,6.683171575189648,11,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,1515,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2.0,1.0,3.0,2,4,6.998131414547077,6,0
31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1516,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,2.0,4.0,2.0,3,3,6.703873270861223,16,0
39,No,Travel_Rarely,Sales,5,4,Marketing,1517,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3.0,4.0,2.0,3,4,7.084694332887104,17,19
36,No,Non-Travel,Research & Development,5,4,Life Sciences,1518,1,Sales Executive,Married,85780,7.0,21,0,9.0,4,9,0,8,2.0,2.0,3.0,3,4,7.252484381972334,18,67
32,No,Travel_Rarely,Sales,2,3,Marketing,1519,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,4.0,3.0,2.0,3,4,6.4284158857652836,20,0
38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1520,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,1.0,2.0,3.0,2,3,6.293549754573851,22,0
58,No,Non-Travel,Research & Development,2,3,Life Sciences,1521,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,4.0,3.0,3.0,2,3,10.393961401160198,12,237
31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,1522,3,Research Scientist,Married,99070,4.0,13,1,6.0,3,5,0,3,3.0,4.0,3.0,2,3,8.960471887550202,4,245
31,No,Travel_Rarely,Sales,7,4,Marketing,1523,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,1.0,1.0,3.0,3,4,6.247766622043731,20,0
45,No,Travel_Frequently,Research & Development,3,1,Medical,1524,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,1.0,1.0,3.0,3,3,7.085691655510932,7,2
31,No,Travel_Rarely,Sales,16,4,Marketing,1525,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3.0,4.0,1.0,3,3,8.326842927264615,8,235
33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1526,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,4.0,2.0,3.0,3,3,6.38508701472557,15,0
39,No,Travel_Rarely,Sales,1,4,Life Sciences,1527,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3.0,1.0,3.0,3,4,10.539516956715751,10,239
43,No,Travel_Frequently,Research & Development,7,4,Medical,1528,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3.0,4.0,3.0,3,3,7.538845381526104,6,43
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1529,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3.0,3.0,3.0,3,4,9.690722891566264,7,242
52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1530,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3.0,2.0,2.0,3,3,7.623945783132531,8,80
27,No,Travel_Rarely,Research & Development,15,4,Medical,1531,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3.0,2.0,2.0,3,4,10.541623159303882,4,245
32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1532,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,3.0,2.0,3.0,4,3,9.733267514502455,19,230
27,No,Travel_Rarely,Research & Development,13,2,Medical,1533,4,Research Director,Single,28560,1.0,12,2,5.0,5,5,0,4,4.0,3.0,3.0,4,3,9.898292057117358,5,244
31,No,Travel_Rarely,Sales,24,3,Life Sciences,1534,2,Healthcare Representative,Divorced,10810,4.0,11,3,13.0,4,7,1,7,4.0,4.0,3.0,4,3,6.202559125390451,15,0
32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1535,2,Healthcare Representative,Single,24720,7.0,13,0,10.0,2,7,0,7,1.0,4.0,2.0,3,3,6.912438643462739,20,10
28,Yes,Travel_Rarely,Research & Development,9,4,Medical,1536,1,Sales Executive,Married,56730,5.0,14,1,5.0,4,3,2,2,1.0,4.0,2.0,2,3,9.893810798750557,19,230
30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,1537,4,Research Director,Married,41970,1.0,13,0,11.0,3,10,1,9,4.0,4.0,3.0,3,3,5.85415327978581,14,0
31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1538,1,Manager,Married,97130,1.0,17,0,10.0,5,10,8,9,3.0,3.0,3.0,2,3,6.15725903614458,17,0
39,No,Travel_Frequently,Research & Development,19,4,Medical,1539,1,Research Scientist,Married,20620,1.0,13,0,21.0,4,21,13,3,3.0,4.0,3.0,3,3,5.7194879518072295,14,0
39,Yes,Travel_Rarely,Research & Development,1,1,Medical,1540,1,Laboratory Technician,Married,42840,4.0,17,1,12.0,0,1,0,0,4.0,3.0,2.0,3,3,9.44415774207943,14,235
33,No,Travel_Frequently,Sales,4,2,Life Sciences,1541,4,Research Scientist,Single,47880,3.0,11,1,9.0,0,7,0,1,2.0,4.0,2.0,3,3,6.88729027219991,17,4
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1542,2,Healthcare Representative,Married,59060,4.0,23,0,21.0,4,3,1,1,4.0,3.0,3.0,4,4,6.448000892458723,3,0
43,No,Travel_Frequently,Research & Development,14,3,Medical,1543,5,Research Director,Divorced,38860,1.0,17,2,9.0,2,9,0,0,3.0,3.0,4.0,3,3,5.868133645693886,19,0
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1544,1,Research Director,Married,168230,0.0,17,0,6.0,3,5,1,4,3.0,2.0,3.0,3,3,8.682660642570282,16,233
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1545,2,Research Scientist,Single,29330,3.0,12,2,20.0,2,4,0,3,4.0,3.0,2.0,3,3,5.5293775100401605,23,0
43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1546,2,Manager,Married,65000,8.0,23,0,10.0,3,1,0,0,3.0,1.0,2.0,3,4,6.943260821062026,9,0
45,No,Travel_Rarely,Sales,3,1,Marketing,1547,1,Sales Executive,Married,171740,9.0,14,1,12.0,6,10,9,8,4.0,4.0,3.0,3,3,6.963824185631415,5,0
40,No,Travel_Rarely,Research & Development,2,4,Other,1548,4,Research Scientist,Married,50330,2.0,14,2,6.0,6,4,0,2,2.0,4.0,2.0,3,3,9.427814591700134,12,237
29,Yes,Travel_Rarely,Research & Development,29,3,Medical,1549,1,Research Scientist,Married,23070,1.0,13,1,7.0,0,7,0,7,2.0,1.0,2.0,3,3,10.365647032574742,3,246
29,No,Travel_Rarely,Human Resources,8,3,Medical,1550,3,Sales Representative,Single,25870,0.0,22,2,4.0,3,3,2,2,2.0,4.0,3.0,3,4,6.548405845604641,13,0
30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1551,2,Research Scientist,Divorced,55070,1.0,12,2,10.0,2,10,1,2,4.0,3.0,3.0,2,3,7.218372378402499,13,25
27,No,Travel_Rarely,Research & Development,11,2,Medical,1552,1,Manager,Married,43930,1.0,18,1,8.0,2,8,0,7,2.0,2.0,3.0,2,3,5.521642124051762,24,0
37,No,Travel_Rarely,Sales,1,4,Life Sciences,1553,2,Healthcare Representative,Divorced,133480,7.0,14,0,8.0,4,6,0,4,4.0,4.0,2.0,3,3,5.784857206604195,9,0
38,No,Travel_Rarely,Research & Development,28,4,Medical,1554,1,Laboratory Technician,Divorced,65830,0.0,12,0,12.0,1,11,2,9,3.0,4.0,3.0,3,3,8.867380633645693,4,245
31,No,Travel_Rarely,Research & Development,6,3,Medical,1555,3,Manager,Single,81030,1.0,15,1,11.0,5,11,4,10,3.0,4.0,2.0,3,3,9.577612672913878,20,229
29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1556,3,Sales Executive,Divorced,39780,1.0,11,0,7.0,0,7,1,7,4.0,2.0,3.0,3,3,7.810920348058902,18,216
35,No,Travel_Rarely,Sales,16,2,Technical Degree,1557,3,Manager,Single,25440,0.0,13,1,17.0,3,16,0,13,3.0,2.0,3.0,4,3,7.277926149040606,20,98
23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,1558,1,Manufacturing Director,Divorced,53990,1.0,23,0,4.0,2,4,0,2,3.0,4.0,2.0,2,4,6.839363007585899,8,0
41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1559,1,Laboratory Technician,Single,54870,6.0,19,2,8.0,0,5,1,2,4.0,2.0,3.0,3,3,9.553095716198126,4,245
47,No,Travel_Frequently,Sales,1,3,Medical,1560,2,Laboratory Technician,Single,68340,3.0,16,1,5.0,2,0,0,0,2.0,3.0,3.0,4,3,7.470902498884428,11,69
42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1561,1,Manager,Single,10910,2.0,22,0,16.0,0,1,0,0,1.0,4.0,3.0,1,4,5.788009817045962,20,0
29,No,Non-Travel,Sales,22,4,Marketing,1562,2,Human Resources,Married,57360,1.0,22,0,4.0,1,4,0,2,4.0,3.0,2.0,2,4,6.015408299866131,12,0
42,No,Travel_Rarely,Sales,7,4,Medical,1563,3,Research Scientist,Divorced,22260,0.0,12,1,4.0,3,3,1,0,3.0,3.0,3.0,2,3,8.168871039714414,18,230
32,No,Travel_Rarely,Research & Development,2,3,Medical,1564,2,Research Scientist,Married,57470,1.0,13,0,8.0,0,8,0,7,3.0,2.0,3.0,3,3,7.543404730031236,6,46
48,No,Travel_Rarely,Sales,13,4,Medical,1565,4,Sales Executive,Married,98540,3.0,16,1,15.0,2,0,0,0,1.0,3.0,1.0,2,3,6.826035252119589,16,5
37,No,Travel_Rarely,Research & Development,8,5,Technical Degree,1566,2,Manufacturing Director,Divorced,54670,4.0,12,0,13.0,2,7,6,7,3.0,1.0,3.0,3,3,10.282657295850067,12,237
30,No,Non-Travel,Sales,25,4,Other,1567,1,Healthcare Representative,Married,53800,7.0,21,1,4.0,0,2,2,2,4.0,3.0,4.0,3,4,9.899727800089245,12,237
26,No,Travel_Rarely,Sales,28,3,Medical,1568,5,Laboratory Technician,Married,51510,1.0,15,3,8.0,3,8,7,7,3.0,3.0,3.0,3,3,5.640371485943775,14,0
42,No,Travel_Rarely,Sales,2,2,Medical,1569,1,Laboratory Technician,Single,21330,3.0,13,2,14.0,2,1,0,0,1.0,4.0,3.0,3,3,5.925865684962069,7,0
21,Yes,Travel_Frequently,Research & Development,9,3,Medical,1570,4,Manufacturing Director,Single,178750,1.0,12,0,3.0,5,3,1,2,1.0,2.0,3.0,2,3,7.874120928157072,7,152
36,No,Non-Travel,Human Resources,28,3,Human Resources,1571,2,Laboratory Technician,Single,24320,4.0,22,0,7.0,4,1,0,0,4.0,4.0,3.0,1,4,7.058519634091923,8,2
36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1572,2,Research Scientist,Married,47710,4.0,13,1,16.0,2,13,1,12,1.0,4.0,3.0,3,3,6.622710843373494,16,0
57,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1573,5,Research Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,4.0,3.0,3.0,1,3,6.059088576528335,10,0
40,No,Travel_Rarely,Research & Development,8,3,Other,1574,2,Sales Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,4.0,3.0,3.0,3,3,7.7002967425256585,12,151
21,No,Non-Travel,Research & Development,1,5,Life Sciences,1575,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,1.0,4.0,2.0,1,3,7.625939312806783,11,116
33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,1576,5,Manager,Single,55610,1.0,21,1,1.0,3,1,0,0,4.0,3.0,3.0,1,4,10.200648148148149,7,242
37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1577,4,Research Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,3.0,1.0,3.0,4,3,7.73289379741187,9,122
46,No,Non-Travel,Sales,2,4,Marketing,1578,2,Laboratory Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3.0,3.0,4.0,3,3,5.966742525658188,6,0
41,Yes,Travel_Frequently,Research & Development,16,1,Medical,1579,1,Research Scientist,Single,28100,1.0,11,0,8.0,3,8,7,7,1.0,2.0,3.0,4,3,7.056212628290941,17,16
50,No,Travel_Rarely,Research & Development,9,3,Medical,1580,3,Laboratory Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,4.0,4.0,3.0,3,3,6.80737951807229,4,0
40,Yes,Travel_Rarely,Research & Development,8,3,Medical,1581,1,Healthcare Representative,Married,86280,2.0,20,0,8.0,2,6,1,0,3.0,3.0,3.0,2,4,8.637327086122266,18,231
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1582,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,3.0,2.0,3.0,3,4,9.97803770638108,19,230
21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,1583,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,5.7956883087907185,8,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1584,2,Research Director,Single,66670,9.0,12,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3,7.5353592146363235,8,54
35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1585,3,Sales Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3,7.4646407853636765,8,40
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1586,1,Sales Executive,Divorced,23670,1.0,12,1,5.0,2,5,0,4,4.0,2.0,3.0,3,3,5.637102855867916,23,0
28,No,Travel_Rarely,Research & Development,2,2,Medical,1587,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3,6.687071619812584,14,0
49,No,Travel_Rarely,Sales,2,3,Technical Degree,1588,2,Manufacturing Director,Single,52040,8.0,14,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3,7.200520972780009,19,58
51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1589,1,Sales Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4,7.293268630075859,10,27
36,No,Travel_Rarely,Sales,15,2,Life Sciences,1590,1,Sales Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3,5.479287148594377,22,0
34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,1591,1,Sales Representative,Single,56170,8.0,25,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4,8.610624721106648,13,236
55,No,Travel_Rarely,Sales,26,3,Marketing,1592,1,Laboratory Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3,8.027183177153058,19,227
24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1593,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3,9.451267291387774,14,235
30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1594,2,Manager,Married,59680,1.0,13,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3,6.372264614011602,19,1
26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,1595,2,Manager,Single,75100,0.0,18,3,7.0,3,6,0,4,3.0,1.0,3.0,3,3,6.4292759928603305,21,0
22,No,Travel_Rarely,Research & Development,16,5,Other,1596,1,Research Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3,5.8057016956715755,18,0
36,No,Travel_Rarely,Research & Development,1,3,Medical,1597,5,Healthcare Representative,Married,196360,1.0,12,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3,5.857853636769299,21,0
30,Yes,Travel_Frequently,Sales,3,2,Marketing,1598,3,Research Scientist,Single,11290,9.0,19,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3,7.791584114234715,12,173
37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,1599,1,Sales Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3,6.205203034359661,10,0
40,No,Travel_Rarely,Research & Development,6,2,Medical,1600,3,Research Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3,6.354145470771977,12,0
42,No,Travel_Rarely,Research & Development,2,3,Medical,1601,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3,6.969796965640339,17,7
37,No,Travel_Rarely,Sales,9,1,Marketing,1602,3,Sales Executive,Single,44400,2.0,11,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3,9.68261044176707,6,243
43,No,Travel_Rarely,Sales,10,2,Life Sciences,1603,1,Sales Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3,6.736420124944221,21,7
40,No,Travel_Rarely,Sales,6,2,Life Sciences,1604,1,Laboratory Technician,Married,26470,6.0,13,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3,7.026203703703704,16,17
54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1605,2,Manufacturing Director,Married,63230,4.0,23,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4,5.711957831325301,11,0
34,No,Non-Travel,Research & Development,28,3,Medical,1606,1,Laboratory Technician,Married,56770,9.0,20,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4,6.762201026327533,4,0
31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1607,3,Sales Executive,Married,21870,1.0,15,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,5.9522958500669345,5,0
43,No,Travel_Frequently,Sales,14,3,Life Sciences,1608,1,Manufacturing Director,Married,37480,7.0,14,2,8.0,3,3,1,2,4.0,4.0,3.0,2,3,7.479329540383757,8,40
43,No,Travel_Rarely,Sales,27,4,Life Sciences,1609,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,8.25384649709951,19,230
25,No,Travel_Rarely,Human Resources,7,2,Human Resources,1610,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,10.377060464078534,12,237
37,No,Non-Travel,Research & Development,1,3,Medical,1611,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,10.089829317269075,15,234
31,No,Travel_Rarely,Research & Development,24,1,Medical,1612,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,6.526740294511379,21,0
39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,1613,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,8.436610887996432,16,233
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1614,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,6.8818105756358765,17,4
30,No,Travel_Rarely,Sales,5,4,Medical,1615,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,6.977911646586346,20,28
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1616,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,6.191015171798304,17,0
28,No,Travel_Rarely,Research & Development,7,3,Medical,1617,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,6.0142179830432845,8,0
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1618,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.076991298527443,16,0
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1619,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,7.642257920571174,17,180
45,No,Travel_Rarely,Research & Development,2,3,Medical,1620,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.369973226238287,15,0
52,No,Travel_Rarely,Research & Development,12,3,Medical,1621,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,7.103788487282463,7,0
42,No,Travel_Frequently,Sales,10,3,Marketing,1622,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.687266845158412,5,0
30,No,Travel_Rarely,Sales,25,3,Marketing,1623,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,6.9947110664881755,10,2
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1624,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,5.866442436412315,12,0
46,No,Travel_Rarely,Sales,19,4,Marketing,1625,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.112595939312806,16,28
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,1626,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.294146586345382,12,0
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,1627,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.433319946452476,4,245
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,1628,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,6.00772423025435,7,0
38,No,Travel_Frequently,Sales,3,3,Marketing,1629,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.201521642124051,13,235
40,No,Travel_Rarely,Sales,26,4,Marketing,1630,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,5.725047969656403,12,0
26,No,Travel_Rarely,Research & Development,3,2,Medical,1631,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,5.765491967871486,20,0
30,No,Non-Travel,Research & Development,15,3,Medical,1632,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,7.37698572066042,16,80
29,No,Travel_Rarely,Research & Development,8,3,Medical,1633,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,6.760519857206605,15,0
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1634,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,6.499181169120928,4,0
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,1635,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,7.559152164212405,10,77
30,No,Non-Travel,Research & Development,2,4,Life Sciences,1636,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,6.410177376171352,10,0
